EAR,MAR,TIME
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.24,0.4432553475026324,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.24,0.4432553475026324,17:28:40
0.23,0.44736920021405474,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.24,0.4432553475026324,17:28:40
0.23,0.44736920021405474,17:28:40
0.25,0.4425029084392537,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.24,0.4432553475026324,17:28:40
0.23,0.44736920021405474,17:28:40
0.25,0.4425029084392537,17:28:40
0.24,0.4280099015886354,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.24,0.4432553475026324,17:28:40
0.23,0.44736920021405474,17:28:40
0.25,0.4425029084392537,17:28:40
0.24,0.4280099015886354,17:28:40
0.25,0.43220059250646436,17:28:40
0.29,0.44788683308224214,17:28:38
0.27,0.44220622526246195,17:28:38
0.28,0.45797595512893696,17:28:38
0.24,0.4651938213875137,17:28:38
0.24,0.45518580019139526,17:28:38
0.23,0.4572713992329152,17:28:38
0.26,0.4627701407019061,17:28:38
0.25,0.46636503566564624,17:28:39
0.28,0.4432553475026324,17:28:39
0.26,0.457785303921704,17:28:39
0.26,0.45536629092318864,17:28:39
0.25,0.46257749371900647,17:28:39
0.24,0.4465147224514411,17:28:39
0.26,0.4549430984287743,17:28:39
0.26,0.45889207910462315,17:28:39
0.24,0.44265141983233397,17:28:39
0.25,0.44736920021405474,17:28:39
0.27,0.4512524382117663,17:28:39
0.23,0.4668140146814107,17:28:39
0.26,0.44220622526246195,17:28:39
0.25,0.4612119962415267,17:28:39
0.25,0.46902692240545246,17:28:39
0.26,0.4630755787691477,17:28:39
0.26,0.45095373828890567,17:28:39
0.26,0.4425029084392537,17:28:39
0.27,0.4666196842707078,17:28:39
0.27,0.47079217957270786,17:28:39
0.25,0.4476956797969127,17:28:40
0.26,0.4352560495755182,17:28:40
0.25,0.4419836688764178,17:28:40
0.26,0.43544351181215135,17:28:40
0.26,0.4402424366953859,17:28:40
0.24,0.4432553475026324,17:28:40
0.23,0.44736920021405474,17:28:40
